"year","line","station","type","count"
"2006","田園都市線","渋谷","定期","433029"
"2006","田園都市線","渋谷","定期外","215600"
"2007","田園都市線","渋谷","定期","448607"
"2007","田園都市線","渋谷","定期外","231788"
"2005","田園都市線","渋谷","定期","421808"
"2005","田園都市線","渋谷","定期外","209673"
"2008","田園都市線","渋谷","定期","439047"
"2008","田園都市線","渋谷","定期外","221231"
"2009","田園都市線","渋谷","定期","433897"
"2009","田園都市線","渋谷","定期外","218953"
"2011","田園都市線","渋谷","定期","429404"
"2011","田園都市線","渋谷","定期外","212377"
"2010","田園都市線","渋谷","定期","432388"
"2010","田園都市線","渋谷","定期外","214943"
"2013","田園都市線","渋谷","定期","450445"
"2013","田園都市線","渋谷","定期外","215200"
"2012","田園都市線","渋谷","定期","438756"
"2012","田園都市線","渋谷","定期外","218111"
"2006","田園都市線","池尻大橋","定期","30285"
"2006","田園都市線","池尻大橋","定期外","22670"
"2007","田園都市線","池尻大橋","定期","31792"
"2007","田園都市線","池尻大橋","定期外","24276"
"2005","田園都市線","池尻大橋","定期","28778"
"2005","田園都市線","池尻大橋","定期外","21981"
"2008","田園都市線","池尻大橋","定期","32226"
"2008","田園都市線","池尻大橋","定期外","24307"
"2009","田園都市線","池尻大橋","定期","31796"
"2009","田園都市線","池尻大橋","定期外","24235"
"2011","田園都市線","池尻大橋","定期","32831"
"2011","田園都市線","池尻大橋","定期外","23542"
"2010","田園都市線","池尻大橋","定期","33417"
"2010","田園都市線","池尻大橋","定期外","23904"
"2013","田園都市線","池尻大橋","定期","35665"
"2013","田園都市線","池尻大橋","定期外","24433"
"2012","田園都市線","池尻大橋","定期","33561"
"2012","田園都市線","池尻大橋","定期外","24033"
"2006","田園都市線","三軒茶屋","定期","68035"
"2006","田園都市線","三軒茶屋","定期外","48680"
"2007","田園都市線","三軒茶屋","定期","69067"
"2007","田園都市線","三軒茶屋","定期外","52233"
"2005","田園都市線","三軒茶屋","定期","66840"
"2005","田園都市線","三軒茶屋","定期外","46959"
"2008","田園都市線","三軒茶屋","定期","70641"
"2008","田園都市線","三軒茶屋","定期外","52836"
"2009","田園都市線","三軒茶屋","定期","70046"
"2009","田園都市線","三軒茶屋","定期外","52690"
"2011","田園都市線","三軒茶屋","定期","69971"
"2011","田園都市線","三軒茶屋","定期外","52162"
"2010","田園都市線","三軒茶屋","定期","70507"
"2010","田園都市線","三軒茶屋","定期外","52275"
"2013","田園都市線","三軒茶屋","定期","74109"
"2013","田園都市線","三軒茶屋","定期外","54348"
"2012","田園都市線","三軒茶屋","定期","71497"
"2012","田園都市線","三軒茶屋","定期外","53216"
"2006","田園都市線","駒沢大学","定期","40026"
"2006","田園都市線","駒沢大学","定期外","25208"
"2007","田園都市線","駒沢大学","定期","41761"
"2007","田園都市線","駒沢大学","定期外","26960"
"2005","田園都市線","駒沢大学","定期","38657"
"2005","田園都市線","駒沢大学","定期外","24599"
"2008","田園都市線","駒沢大学","定期","41995"
"2008","田園都市線","駒沢大学","定期外","27563"
"2009","田園都市線","駒沢大学","定期","43044"
"2009","田園都市線","駒沢大学","定期外","27557"
"2011","田園都市線","駒沢大学","定期","43078"
"2011","田園都市線","駒沢大学","定期外","27166"
"2010","田園都市線","駒沢大学","定期","43877"
"2010","田園都市線","駒沢大学","定期外","26937"
"2013","田園都市線","駒沢大学","定期","46447"
"2013","田園都市線","駒沢大学","定期外","27882"
"2012","田園都市線","駒沢大学","定期","44781"
"2012","田園都市線","駒沢大学","定期外","27915"
"2006","田園都市線","桜新町","定期","39074"
"2006","田園都市線","桜新町","定期外","22109"
"2007","田園都市線","桜新町","定期","39666"
"2007","田園都市線","桜新町","定期外","23205"
"2005","田園都市線","桜新町","定期","37404"
"2005","田園都市線","桜新町","定期外","21969"
"2008","田園都市線","桜新町","定期","39987"
"2008","田園都市線","桜新町","定期外","23645"
"2009","田園都市線","桜新町","定期","40415"
"2009","田園都市線","桜新町","定期外","23735"
"2011","田園都市線","桜新町","定期","41793"
"2011","田園都市線","桜新町","定期外","23825"
"2010","田園都市線","桜新町","定期","41346"
"2010","田園都市線","桜新町","定期外","23729"
"2013","田園都市線","桜新町","定期","44577"
"2013","田園都市線","桜新町","定期外","24919"
"2012","田園都市線","桜新町","定期","43253"
"2012","田園都市線","桜新町","定期外","24677"
"2006","田園都市線","用賀","定期","30883"
"2006","田園都市線","用賀","定期外","26907"
"2007","田園都市線","用賀","定期","32075"
"2007","田園都市線","用賀","定期外","28189"
"2005","田園都市線","用賀","定期","30214"
"2005","田園都市線","用賀","定期外","26116"
"2008","田園都市線","用賀","定期","32353"
"2008","田園都市線","用賀","定期外","28308"
"2009","田園都市線","用賀","定期","32718"
"2009","田園都市線","用賀","定期外","28179"
"2011","田園都市線","用賀","定期","33239"
"2011","田園都市線","用賀","定期外","27493"
"2010","田園都市線","用賀","定期","33325"
"2010","田園都市線","用賀","定期外","27747"
"2013","田園都市線","用賀","定期","33451"
"2013","田園都市線","用賀","定期外","27648"
"2012","田園都市線","用賀","定期","33734"
"2012","田園都市線","用賀","定期外","28016"
"2006","田園都市線","二子玉川","定期","34557"
"2006","田園都市線","二子玉川","定期外","33048"
"2007","田園都市線","二子玉川","定期","34452"
"2007","田園都市線","二子玉川","定期外","34851"
"2005","田園都市線","二子玉川","定期","33035"
"2005","田園都市線","二子玉川","定期外","33024"
"2008","田園都市線","二子玉川","定期","35383"
"2008","田園都市線","二子玉川","定期外","34141"
"2009","田園都市線","二子玉川","定期","34130"
"2009","田園都市線","二子玉川","定期外","32226"
"2011","田園都市線","二子玉川","定期","37666"
"2011","田園都市線","二子玉川","定期外","39756"
"2010","田園都市線","二子玉川","定期","34462"
"2010","田園都市線","二子玉川","定期外","32054"
"2013","田園都市線","二子玉川","定期","40692"
"2013","田園都市線","二子玉川","定期外","38691"
"2012","田園都市線","二子玉川","定期","39102"
"2012","田園都市線","二子玉川","定期外","40159"
"2006","田園都市線","二子新地","定期","9124"
"2006","田園都市線","二子新地","定期外","8092"
"2007","田園都市線","二子新地","定期","9539"
"2007","田園都市線","二子新地","定期外","8743"
"2005","田園都市線","二子新地","定期","8876"
"2005","田園都市線","二子新地","定期外","7776"
"2008","田園都市線","二子新地","定期","9683"
"2008","田園都市線","二子新地","定期外","8950"
"2009","田園都市線","二子新地","定期","9710"
"2009","田園都市線","二子新地","定期外","9292"
"2011","田園都市線","二子新地","定期","9618"
"2011","田園都市線","二子新地","定期外","8767"
"2010","田園都市線","二子新地","定期","9573"
"2010","田園都市線","二子新地","定期外","9297"
"2013","田園都市線","二子新地","定期","10452"
"2013","田園都市線","二子新地","定期外","9385"
"2012","田園都市線","二子新地","定期","9941"
"2012","田園都市線","二子新地","定期外","9204"
"2006","田園都市線","高津","定期","16174"
"2006","田園都市線","高津","定期外","10905"
"2007","田園都市線","高津","定期","16667"
"2007","田園都市線","高津","定期外","11153"
"2005","田園都市線","高津","定期","15143"
"2005","田園都市線","高津","定期外","10659"
"2008","田園都市線","高津","定期","16567"
"2008","田園都市線","高津","定期外","11076"
"2009","田園都市線","高津","定期","16941"
"2009","田園都市線","高津","定期外","11029"
"2011","田園都市線","高津","定期","17583"
"2011","田園都市線","高津","定期外","11617"
"2010","田園都市線","高津","定期","17254"
"2010","田園都市線","高津","定期外","11175"
"2013","田園都市線","高津","定期","17974"
"2013","田園都市線","高津","定期外","11817"
"2012","田園都市線","高津","定期","17576"
"2012","田園都市線","高津","定期外","11620"
"2006","田園都市線","溝の口","定期","100081"
"2006","田園都市線","溝の口","定期外","64531"
"2007","田園都市線","溝の口","定期","104670"
"2007","田園都市線","溝の口","定期外","68062"
"2005","田園都市線","溝の口","定期","98254"
"2005","田園都市線","溝の口","定期外","62703"
"2008","田園都市線","溝の口","定期","105058"
"2008","田園都市線","溝の口","定期外","69141"
"2009","田園都市線","溝の口","定期","94311"
"2009","田園都市線","溝の口","定期外","59926"
"2011","田園都市線","溝の口","定期","88485"
"2011","田園都市線","溝の口","定期外","55850"
"2010","田園都市線","溝の口","定期","89769"
"2010","田園都市線","溝の口","定期外","55788"
"2013","田園都市線","溝の口","定期","93661"
"2013","田園都市線","溝の口","定期外","56778"
"2012","田園都市線","溝の口","定期","90809"
"2012","田園都市線","溝の口","定期外","56712"
"2006","田園都市線","梶が谷","定期","21988"
"2006","田園都市線","梶が谷","定期外","14366"
"2007","田園都市線","梶が谷","定期","22144"
"2007","田園都市線","梶が谷","定期外","14475"
"2005","田園都市線","梶が谷","定期","21223"
"2005","田園都市線","梶が谷","定期外","13923"
"2008","田園都市線","梶が谷","定期","22274"
"2008","田園都市線","梶が谷","定期外","14459"
"2009","田園都市線","梶が谷","定期","22248"
"2009","田園都市線","梶が谷","定期外","14262"
"2011","田園都市線","梶が谷","定期","22213"
"2011","田園都市線","梶が谷","定期外","14060"
"2010","田園都市線","梶が谷","定期","22177"
"2010","田園都市線","梶が谷","定期外","13974"
"2013","田園都市線","梶が谷","定期","23698"
"2013","田園都市線","梶が谷","定期外","14392"
"2012","田園都市線","梶が谷","定期","22816"
"2012","田園都市線","梶が谷","定期外","14202"
"2006","田園都市線","宮崎台","定期","26556"
"2006","田園都市線","宮崎台","定期外","17165"
"2007","田園都市線","宮崎台","定期","27176"
"2007","田園都市線","宮崎台","定期外","17293"
"2005","田園都市線","宮崎台","定期","25780"
"2005","田園都市線","宮崎台","定期外","16874"
"2008","田園都市線","宮崎台","定期","27352"
"2008","田園都市線","宮崎台","定期外","17386"
"2009","田園都市線","宮崎台","定期","27449"
"2009","田園都市線","宮崎台","定期外","17196"
"2011","田園都市線","宮崎台","定期","27254"
"2011","田園都市線","宮崎台","定期外","16944"
"2010","田園都市線","宮崎台","定期","27942"
"2010","田園都市線","宮崎台","定期外","16835"
"2013","田園都市線","宮崎台","定期","27991"
"2013","田園都市線","宮崎台","定期外","17137"
"2012","田園都市線","宮崎台","定期","27474"
"2012","田園都市線","宮崎台","定期外","16992"
"2006","田園都市線","宮前平","定期","29675"
"2006","田園都市線","宮前平","定期外","15655"
"2007","田園都市線","宮前平","定期","29838"
"2007","田園都市線","宮前平","定期外","16221"
"2005","田園都市線","宮前平","定期","29166"
"2005","田園都市線","宮前平","定期外","15526"
"2008","田園都市線","宮前平","定期","30108"
"2008","田園都市線","宮前平","定期外","16418"
"2009","田園都市線","宮前平","定期","30157"
"2009","田園都市線","宮前平","定期外","16233"
"2011","田園都市線","宮前平","定期","30830"
"2011","田園都市線","宮前平","定期外","16463"
"2010","田園都市線","宮前平","定期","30676"
"2010","田園都市線","宮前平","定期外","16217"
"2013","田園都市線","宮前平","定期","32374"
"2013","田園都市線","宮前平","定期外","17346"
"2012","田園都市線","宮前平","定期","31559"
"2012","田園都市線","宮前平","定期外","16953"
"2006","田園都市線","鷺沼","定期","36068"
"2006","田園都市線","鷺沼","定期外","25778"
"2007","田園都市線","鷺沼","定期","36674"
"2007","田園都市線","鷺沼","定期外","26086"
"2005","田園都市線","鷺沼","定期","35829"
"2005","田園都市線","鷺沼","定期外","25054"
"2008","田園都市線","鷺沼","定期","35381"
"2008","田園都市線","鷺沼","定期外","25122"
"2009","田園都市線","鷺沼","定期","35375"
"2009","田園都市線","鷺沼","定期外","24850"
"2011","田園都市線","鷺沼","定期","34324"
"2011","田園都市線","鷺沼","定期外","24461"
"2010","田園都市線","鷺沼","定期","35063"
"2010","田園都市線","鷺沼","定期外","24328"
"2013","田園都市線","鷺沼","定期","35623"
"2013","田園都市線","鷺沼","定期外","25366"
"2012","田園都市線","鷺沼","定期","34703"
"2012","田園都市線","鷺沼","定期外","24981"
"2006","田園都市線","たまプラーザ","定期","35055"
"2006","田園都市線","たまプラーザ","定期外","31401"
"2007","田園都市線","たまプラーザ","定期","36311"
"2007","田園都市線","たまプラーザ","定期外","32560"
"2005","田園都市線","たまプラーザ","定期","33821"
"2005","田園都市線","たまプラーザ","定期外","30417"
"2008","田園都市線","たまプラーザ","定期","36674"
"2008","田園都市線","たまプラーザ","定期外","32260"
"2009","田園都市線","たまプラーザ","定期","35799"
"2009","田園都市線","たまプラーザ","定期外","33338"
"2011","田園都市線","たまプラーザ","定期","37410"
"2011","田園都市線","たまプラーザ","定期外","36290"
"2010","田園都市線","たまプラーザ","定期","36102"
"2010","田園都市線","たまプラーザ","定期外","35153"
"2013","田園都市線","たまプラーザ","定期","40242"
"2013","田園都市線","たまプラーザ","定期外","38304"
"2012","田園都市線","たまプラーザ","定期","38580"
"2012","田園都市線","たまプラーザ","定期外","37387"
"2006","田園都市線","あざみ野","定期","84707"
"2006","田園都市線","あざみ野","定期外","46479"
"2007","田園都市線","あざみ野","定期","87644"
"2007","田園都市線","あざみ野","定期外","49377"
"2005","田園都市線","あざみ野","定期","80825"
"2005","田園都市線","あざみ野","定期外","44639"
"2008","田園都市線","あざみ野","定期","83232"
"2008","田園都市線","あざみ野","定期外","47553"
"2009","田園都市線","あざみ野","定期","82892"
"2009","田園都市線","あざみ野","定期外","46799"
"2011","田園都市線","あざみ野","定期","83362"
"2011","田園都市線","あざみ野","定期外","45624"
"2010","田園都市線","あざみ野","定期","83515"
"2010","田園都市線","あざみ野","定期外","45878"
"2013","田園都市線","あざみ野","定期","87576"
"2013","田園都市線","あざみ野","定期外","46993"
"2012","田園都市線","あざみ野","定期","85040"
"2012","田園都市線","あざみ野","定期外","46457"
"2006","田園都市線","江田","定期","26533"
"2006","田園都市線","江田","定期外","11049"
"2007","田園都市線","江田","定期","26757"
"2007","田園都市線","江田","定期外","11244"
"2005","田園都市線","江田","定期","25572"
"2005","田園都市線","江田","定期外","10783"
"2008","田園都市線","江田","定期","25319"
"2008","田園都市線","江田","定期外","10508"
"2009","田園都市線","江田","定期","25017"
"2009","田園都市線","江田","定期外","10288"
"2011","田園都市線","江田","定期","25013"
"2011","田園都市線","江田","定期外","10363"
"2010","田園都市線","江田","定期","25073"
"2010","田園都市線","江田","定期外","10175"
"2013","田園都市線","江田","定期","25978"
"2013","田園都市線","江田","定期外","10547"
"2012","田園都市線","江田","定期","25123"
"2012","田園都市線","江田","定期外","10419"
"2006","田園都市線","市が尾","定期","27057"
"2006","田園都市線","市が尾","定期外","18258"
"2007","田園都市線","市が尾","定期","27593"
"2007","田園都市線","市が尾","定期外","18520"
"2005","田園都市線","市が尾","定期","26642"
"2005","田園都市線","市が尾","定期外","17855"
"2008","田園都市線","市が尾","定期","26075"
"2008","田園都市線","市が尾","定期外","17815"
"2009","田園都市線","市が尾","定期","25924"
"2009","田園都市線","市が尾","定期外","17714"
"2011","田園都市線","市が尾","定期","25619"
"2011","田園都市線","市が尾","定期外","17144"
"2010","田園都市線","市が尾","定期","25786"
"2010","田園都市線","市が尾","定期外","17396"
"2013","田園都市線","市が尾","定期","26346"
"2013","田園都市線","市が尾","定期外","17202"
"2012","田園都市線","市が尾","定期","25761"
"2012","田園都市線","市が尾","定期外","17217"
"2006","田園都市線","藤が丘","定期","11664"
"2006","田園都市線","藤が丘","定期外","14655"
"2007","田園都市線","藤が丘","定期","11837"
"2007","田園都市線","藤が丘","定期外","14809"
"2005","田園都市線","藤が丘","定期","11561"
"2005","田園都市線","藤が丘","定期外","14340"
"2008","田園都市線","藤が丘","定期","11863"
"2008","田園都市線","藤が丘","定期外","14623"
"2009","田園都市線","藤が丘","定期","11744"
"2009","田園都市線","藤が丘","定期外","14464"
"2011","田園都市線","藤が丘","定期","11783"
"2011","田園都市線","藤が丘","定期外","14363"
"2010","田園都市線","藤が丘","定期","11772"
"2010","田園都市線","藤が丘","定期外","14362"
"2013","田園都市線","藤が丘","定期","12380"
"2013","田園都市線","藤が丘","定期外","14536"
"2012","田園都市線","藤が丘","定期","11990"
"2012","田園都市線","藤が丘","定期外","14396"
"2006","田園都市線","青葉台","定期","69155"
"2006","田園都市線","青葉台","定期外","40168"
"2007","田園都市線","青葉台","定期","69630"
"2007","田園都市線","青葉台","定期外","40894"
"2005","田園都市線","青葉台","定期","67915"
"2005","田園都市線","青葉台","定期外","39343"
"2008","田園都市線","青葉台","定期","69853"
"2008","田園都市線","青葉台","定期外","40557"
"2009","田園都市線","青葉台","定期","70128"
"2009","田園都市線","青葉台","定期外","39910"
"2011","田園都市線","青葉台","定期","69619"
"2011","田園都市線","青葉台","定期外","39238"
"2010","田園都市線","青葉台","定期","70185"
"2010","田園都市線","青葉台","定期外","39314"
"2013","田園都市線","青葉台","定期","71821"
"2013","田園都市線","青葉台","定期外","40418"
"2012","田園都市線","青葉台","定期","70519"
"2012","田園都市線","青葉台","定期外","39920"
"2006","田園都市線","田奈","定期","7153"
"2006","田園都市線","田奈","定期外","3748"
"2007","田園都市線","田奈","定期","7340"
"2007","田園都市線","田奈","定期外","3836"
"2005","田園都市線","田奈","定期","6867"
"2005","田園都市線","田奈","定期外","3686"
"2008","田園都市線","田奈","定期","7188"
"2008","田園都市線","田奈","定期外","3724"
"2009","田園都市線","田奈","定期","7208"
"2009","田園都市線","田奈","定期外","3644"
"2011","田園都市線","田奈","定期","7435"
"2011","田園都市線","田奈","定期外","3631"
"2010","田園都市線","田奈","定期","7313"
"2010","田園都市線","田奈","定期外","3638"
"2013","田園都市線","田奈","定期","7707"
"2013","田園都市線","田奈","定期外","3698"
"2012","田園都市線","田奈","定期","7586"
"2012","田園都市線","田奈","定期外","3671"
"2006","田園都市線","長津田","定期","78209"
"2006","田園都市線","長津田","定期外","42149"
"2007","田園都市線","長津田","定期","79478"
"2007","田園都市線","長津田","定期外","43724"
"2005","田園都市線","長津田","定期","77027"
"2005","田園都市線","長津田","定期外","41100"
"2008","田園都市線","長津田","定期","78576"
"2008","田園都市線","長津田","定期外","42698"
"2009","田園都市線","長津田","定期","78318"
"2009","田園都市線","長津田","定期外","42041"
"2011","田園都市線","長津田","定期","79535"
"2011","田園都市線","長津田","定期外","41840"
"2010","田園都市線","長津田","定期","79684"
"2010","田園都市線","長津田","定期外","42009"
"2013","田園都市線","長津田","定期","82156"
"2013","田園都市線","長津田","定期外","43333"
"2012","田園都市線","長津田","定期","81138"
"2012","田園都市線","長津田","定期外","42936"
"2006","田園都市線","つくし野","定期","8252"
"2006","田園都市線","つくし野","定期外","4729"
"2007","田園都市線","つくし野","定期","8173"
"2007","田園都市線","つくし野","定期外","4785"
"2005","田園都市線","つくし野","定期","8330"
"2005","田園都市線","つくし野","定期外","4653"
"2008","田園都市線","つくし野","定期","8011"
"2008","田園都市線","つくし野","定期外","4722"
"2009","田園都市線","つくし野","定期","7818"
"2009","田園都市線","つくし野","定期外","4608"
"2011","田園都市線","つくし野","定期","7696"
"2011","田園都市線","つくし野","定期外","4369"
"2010","田園都市線","つくし野","定期","7737"
"2010","田園都市線","つくし野","定期外","4534"
"2013","田園都市線","つくし野","定期","7932"
"2013","田園都市線","つくし野","定期外","4452"
"2012","田園都市線","つくし野","定期","7643"
"2012","田園都市線","つくし野","定期外","4414"
"2006","田園都市線","すずかけ台","定期","7904"
"2006","田園都市線","すずかけ台","定期外","3779"
"2007","田園都市線","すずかけ台","定期","7843"
"2007","田園都市線","すずかけ台","定期外","3907"
"2005","田園都市線","すずかけ台","定期","8013"
"2005","田園都市線","すずかけ台","定期外","3795"
"2008","田園都市線","すずかけ台","定期","7699"
"2008","田園都市線","すずかけ台","定期外","3928"
"2009","田園都市線","すずかけ台","定期","7629"
"2009","田園都市線","すずかけ台","定期外","3956"
"2011","田園都市線","すずかけ台","定期","7576"
"2011","田園都市線","すずかけ台","定期外","3931"
"2010","田園都市線","すずかけ台","定期","7617"
"2010","田園都市線","すずかけ台","定期外","3926"
"2013","田園都市線","すずかけ台","定期","7794"
"2013","田園都市線","すずかけ台","定期外","4031"
"2012","田園都市線","すずかけ台","定期","7526"
"2012","田園都市線","すずかけ台","定期外","3983"
"2006","田園都市線","南町田","定期","17074"
"2006","田園都市線","南町田","定期外","13446"
"2007","田園都市線","南町田","定期","17729"
"2007","田園都市線","南町田","定期外","13470"
"2005","田園都市線","南町田","定期","16374"
"2005","田園都市線","南町田","定期外","11596"
"2008","田園都市線","南町田","定期","18021"
"2008","田園都市線","南町田","定期外","13774"
"2009","田園都市線","南町田","定期","18060"
"2009","田園都市線","南町田","定期外","13448"
"2011","田園都市線","南町田","定期","18717"
"2011","田園都市線","南町田","定期外","13185"
"2010","田園都市線","南町田","定期","18466"
"2010","田園都市線","南町田","定期外","13096"
"2013","田園都市線","南町田","定期","19971"
"2013","田園都市線","南町田","定期外","14028"
"2012","田園都市線","南町田","定期","19230"
"2012","田園都市線","南町田","定期外","13596"
"2006","田園都市線","つきみ野","定期","4266"
"2006","田園都市線","つきみ野","定期外","5631"
"2007","田園都市線","つきみ野","定期","4331"
"2007","田園都市線","つきみ野","定期外","5567"
"2005","田園都市線","つきみ野","定期","4342"
"2005","田園都市線","つきみ野","定期外","5615"
"2008","田園都市線","つきみ野","定期","4411"
"2008","田園都市線","つきみ野","定期外","5572"
"2009","田園都市線","つきみ野","定期","4509"
"2009","田園都市線","つきみ野","定期外","5478"
"2011","田園都市線","つきみ野","定期","4712"
"2011","田園都市線","つきみ野","定期外","5236"
"2010","田園都市線","つきみ野","定期","4664"
"2010","田園都市線","つきみ野","定期外","5373"
"2013","田園都市線","つきみ野","定期","5172"
"2013","田園都市線","つきみ野","定期外","5323"
"2012","田園都市線","つきみ野","定期","4997"
"2012","田園都市線","つきみ野","定期外","5283"
"2006","田園都市線","中央林間","定期","61334"
"2006","田園都市線","中央林間","定期外","33572"
"2007","田園都市線","中央林間","定期","63110"
"2007","田園都市線","中央林間","定期外","34374"
"2005","田園都市線","中央林間","定期","59146"
"2005","田園都市線","中央林間","定期外","32261"
"2008","田園都市線","中央林間","定期","63250"
"2008","田園都市線","中央林間","定期外","34282"
"2009","田園都市線","中央林間","定期","63499"
"2009","田園都市線","中央林間","定期外","33854"
"2011","田園都市線","中央林間","定期","64381"
"2011","田園都市線","中央林間","定期外","33131"
"2010","田園都市線","中央林間","定期","64623"
"2010","田園都市線","中央林間","定期外","33612"
"2013","田園都市線","中央林間","定期","68966"
"2013","田園都市線","中央林間","定期外","35352"
"2012","田園都市線","中央林間","定期","65967"
"2012","田園都市線","中央林間","定期外","34558"
"2006","池上線","五反田","定期","66314"
"2006","池上線","五反田","定期外","36921"
"2007","池上線","五反田","定期","66829"
"2007","池上線","五反田","定期外","36505"
"2005","池上線","五反田","定期","65308"
"2005","池上線","五反田","定期外","36661"
"2008","池上線","五反田","定期","67671"
"2008","池上線","五反田","定期外","36468"
"2009","池上線","五反田","定期","67443"
"2009","池上線","五反田","定期外","35452"
"2011","池上線","五反田","定期","67438"
"2011","池上線","五反田","定期外","34466"
"2010","池上線","五反田","定期","67471"
"2010","池上線","五反田","定期外","34630"
"2013","池上線","五反田","定期","72218"
"2013","池上線","五反田","定期外","35807"
"2012","池上線","五反田","定期","69773"
"2012","池上線","五反田","定期外","35394"
"2006","池上線","大崎広小路","定期","3019"
"2006","池上線","大崎広小路","定期外","5034"
"2007","池上線","大崎広小路","定期","3136"
"2007","池上線","大崎広小路","定期外","5358"
"2005","池上線","大崎広小路","定期","2807"
"2005","池上線","大崎広小路","定期外","4825"
"2008","池上線","大崎広小路","定期","3309"
"2008","池上線","大崎広小路","定期外","5573"
"2009","池上線","大崎広小路","定期","3292"
"2009","池上線","大崎広小路","定期外","5529"
"2011","池上線","大崎広小路","定期","3215"
"2011","池上線","大崎広小路","定期外","5174"
"2010","池上線","大崎広小路","定期","3292"
"2010","池上線","大崎広小路","定期外","5387"
"2013","池上線","大崎広小路","定期","2592"
"2013","池上線","大崎広小路","定期外","5059"
"2012","池上線","大崎広小路","定期","3279"
"2012","池上線","大崎広小路","定期外","5108"
"2006","池上線","戸越銀座","定期","8960"
"2006","池上線","戸越銀座","定期外","9321"
"2007","池上線","戸越銀座","定期","8951"
"2007","池上線","戸越銀座","定期外","9548"
"2005","池上線","戸越銀座","定期","9057"
"2005","池上線","戸越銀座","定期外","9109"
"2008","池上線","戸越銀座","定期","8974"
"2008","池上線","戸越銀座","定期外","9710"
"2009","池上線","戸越銀座","定期","9056"
"2009","池上線","戸越銀座","定期外","9725"
"2011","池上線","戸越銀座","定期","9060"
"2011","池上線","戸越銀座","定期外","9383"
"2010","池上線","戸越銀座","定期","9125"
"2010","池上線","戸越銀座","定期外","9633"
"2013","池上線","戸越銀座","定期","9416"
"2013","池上線","戸越銀座","定期外","9683"
"2012","池上線","戸越銀座","定期","9170"
"2012","池上線","戸越銀座","定期外","9509"
"2006","池上線","荏原中延","定期","6932"
"2006","池上線","荏原中延","定期外","5360"
"2007","池上線","荏原中延","定期","7023"
"2007","池上線","荏原中延","定期外","5420"
"2005","池上線","荏原中延","定期","6747"
"2005","池上線","荏原中延","定期外","5303"
"2008","池上線","荏原中延","定期","7029"
"2008","池上線","荏原中延","定期外","5534"
"2009","池上線","荏原中延","定期","7076"
"2009","池上線","荏原中延","定期外","5446"
"2011","池上線","荏原中延","定期","7085"
"2011","池上線","荏原中延","定期外","5421"
"2010","池上線","荏原中延","定期","7223"
"2010","池上線","荏原中延","定期外","5427"
"2013","池上線","荏原中延","定期","7472"
"2013","池上線","荏原中延","定期外","5566"
"2012","池上線","荏原中延","定期","7252"
"2012","池上線","荏原中延","定期外","5478"
"2006","池上線","旗の台","定期","6623"
"2006","池上線","旗の台","定期外","7433"
"2007","池上線","旗の台","定期","6694"
"2007","池上線","旗の台","定期外","7913"
"2005","池上線","旗の台","定期","7036"
"2005","池上線","旗の台","定期外","7323"
"2008","池上線","旗の台","定期","6582"
"2008","池上線","旗の台","定期外","8037"
"2009","池上線","旗の台","定期","6360"
"2009","池上線","旗の台","定期外","7906"
"2011","池上線","旗の台","定期","6156"
"2011","池上線","旗の台","定期外","7906"
"2010","池上線","旗の台","定期","6177"
"2010","池上線","旗の台","定期外","7884"
"2013","池上線","旗の台","定期","6484"
"2013","池上線","旗の台","定期外","8075"
"2012","池上線","旗の台","定期","6377"
"2012","池上線","旗の台","定期外","8013"
